EmpID,Age,AgeGroup,Attrition,EmploymentStatus,BusinessTravel,DailyRate,Department,DistanceFromHome(KM),Education,EducationLevel,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,SalarySlabOrder,HourlyRate,NumCompaniesWorked,Over18,OverTime,OvertimeHoursMonthly,SalaryHike %,PerformanceRating,RelationshipSatisfaction,StandardWorkingHours,StockOptionLevel,TotalExperience(Years),TrainingsLastYear,TrainingHours,WorkLifeBalance,YearsatCompany,YearsinCurrentRole,YearsSincePromotion,YearsWithCurrManager,HireDate,ExitDate,OfficeLocation,WorkMode,EmploymentType,EngagementScore,AbsenceDays,ManagerRating,AnnualBonus,RecruitmentSource,LastPromotionDate,PromotionStatus,ExitReason,SnapshotDate
NX00511,25,18-25,No,Active,Non-Travel,1659.09,Operations,7,2,Diploma,Engineering,1,10511,2,Male,3,1,Operations Executive,3,Single,36500,Below 5 LPA,1,207.39,1,Y,No,0,14,4,4,160,0,2,4,41,3,1,1,0,1,2024-05-31,,Bengaluru,Remote,Full-time,68,4,3,31000,Recruitment Agency,2026-03-01,Promoted,,2026-05-31
NX00512,34,26-35,Yes,Exited,Non-Travel,7363.64,Engineering,15,3,Bachelor's,Engineering,1,10512,4,Male,2,3,DevOps Engineer,4,Married,162000,18-25 LPA,5,920.45,3,Y,Yes,19,14,3,4,160,0,11,3,25,1,2,0,1,2,2022-11-28,2025-11-26,Hyderabad,On-site,Full-time,49,12,3,194000,Company Careers Page,2024-06-19,Promoted,Better Opportunity,2026-05-31
NX00513,34,26-35,No,Active,Travel_Rarely,3522.73,Sales,3,2,Diploma,Marketing,1,10513,2,Female,4,2,Account Manager,5,Single,77500,8-12 LPA,3,440.34,1,Y,No,2,17,4,4,160,1,7,6,36,3,2,1,2,1,2024-05-08,,Bengaluru,Hybrid,Full-time,77,21,3,84000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX00514,25,18-25,No,Active,Travel_Rarely,1386.36,Sales,11,3,Bachelor's,Marketing,1,10514,3,Female,3,1,Sales Executive,4,Married,30500,Below 5 LPA,1,173.3,1,Y,Yes,21,13,4,4,160,1,3,4,48,2,2,2,2,1,2023-09-12,,Pune,Remote,Full-time,84,3,4,26000,Job Portal,,Not Yet Promoted,,2026-05-31
NX00515,41,36-45,Yes,Exited,Non-Travel,7022.73,Engineering,16,3,Bachelor's,Computer Science,1,10515,3,Male,2,3,Senior Software Engineer,2,Married,154500,18-25 LPA,5,877.84,2,Y,Yes,34,11,4,2,160,2,11,5,59,2,0,0,0,0,2025-08-09,2026-03-26,Gurugram,On-site,Full-time,62,8,4,222000,Employee Referral,,Not Yet Promoted,Work-Life Balance,2026-05-31
NX00516,36,36-45,No,Active,Non-Travel,4704.55,Operations,13,4,Master's,Commerce,1,10516,3,Female,4,3,Operations Manager,3,Single,103500,12-18 LPA,4,588.07,2,Y,No,5,11,4,3,160,1,15,5,56,4,4,2,0,2,2022-02-09,,Hyderabad,Remote,Full-time,78,2,3,149000,Recruitment Agency,2025-07-04,Promoted,,2026-05-31
NX00517,29,26-35,No,Active,Travel_Rarely,4954.55,Finance,23,4,Master's,Other,1,10517,5,Female,5,3,Senior Financial Analyst,5,Divorced,109000,12-18 LPA,4,619.32,3,Y,No,5,15,4,3,160,2,7,4,39,3,3,3,3,2,2022-07-30,,Gurugram,Hybrid,Full-time,96,2,4,157000,Company Careers Page,2022-12-29,Promoted,,2026-05-31
NX00518,25,18-25,No,Active,Travel_Rarely,2136.36,Engineering,9,3,Bachelor's,Computer Science,1,10518,4,Female,2,1,QA Engineer,3,Single,47000,5-8 LPA,2,267.05,1,Y,No,12,14,3,4,160,0,3,3,34,3,0,0,0,0,2025-08-16,,Mumbai,Remote,Full-time,73,0,3,28000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00519,44,36-45,No,Active,Non-Travel,8340.91,Product,5,3,Bachelor's,Business,1,10519,4,Male,4,4,UX Designer,3,Single,183500,18-25 LPA,5,1042.61,4,Y,No,9,13,3,3,160,2,23,2,23,3,5,2,4,3,2020-10-16,,Gurugram,Hybrid,Full-time,79,12,4,308000,Job Portal,2021-11-28,Promoted,,2026-05-31
NX00520,29,26-35,No,Active,Travel_Rarely,4227.27,Operations,9,4,Master's,Engineering,1,10520,3,Female,3,3,Operations Manager,4,Divorced,93000,8-12 LPA,3,528.41,3,Y,No,8,14,4,4,160,2,7,3,32,3,3,1,2,1,2023-02-19,,Gurugram,On-site,Full-time,83,5,4,134000,Employee Referral,2024-03-24,Promoted,,2026-05-31
NX00521,27,26-35,No,Active,Travel_Frequently,1909.09,Sales,10,5,Doctorate,Marketing,1,10521,3,Male,5,1,Sales Executive,5,Married,42000,5-8 LPA,2,238.64,2,Y,No,18,11,3,4,160,0,6,4,40,5,4,2,0,2,2022-01-15,,Hyderabad,On-site,Full-time,96,11,5,25000,Recruitment Agency,2026-02-07,Promoted,,2026-05-31
NX00522,31,26-35,No,Active,Travel_Rarely,3090.91,Marketing,10,4,Master's,Business,1,10522,4,Male,3,2,Content Strategist,4,Single,68000,8-12 LPA,3,386.36,5,Y,Yes,15,14,3,4,160,0,9,3,37,4,0,0,0,0,2026-01-10,,Bengaluru,Hybrid,Full-time,93,12,4,57000,Recruitment Agency,,Not Yet Promoted,,2026-05-31
NX00523,25,18-25,No,Active,Travel_Frequently,1590.91,Sales,15,3,Bachelor's,Marketing,1,10523,3,Female,4,1,Sales Executive,2,Single,35000,Below 5 LPA,1,198.86,2,Y,No,8,13,4,3,160,1,2,4,41,4,1,1,1,1,2024-05-31,,Gurugram,Remote,Full-time,76,5,4,29000,Employee Referral,2024-12-01,Promoted,,2026-05-31
NX00524,54,46-55,No,Active,Non-Travel,16795.45,Engineering,9,3,Bachelor's,Other,1,10524,4,Male,3,5,Engineering Manager,3,Divorced,369500,25+ LPA,6,2099.43,4,Y,Yes,35,9,3,4,160,3,24,3,21,3,6,2,4,2,2019-11-02,,Mumbai,Hybrid,Full-time,74,7,3,798000,LinkedIn,2021-08-25,Promoted,,2026-05-31
NX00525,31,26-35,No,Active,Travel_Rarely,3522.73,Sales,6,5,Doctorate,Marketing,1,10525,4,Female,3,2,Sales Executive,5,Married,77500,8-12 LPA,3,440.34,3,Y,Yes,29,12,3,4,160,0,8,2,27,3,8,2,1,7,2018-05-31,,Bengaluru,Remote,Full-time,84,6,4,65000,Job Portal,2024-09-07,Promoted,,2026-05-31
NX00526,44,36-45,No,Active,Travel_Frequently,11886.36,Engineering,14,4,Master's,Computer Science,1,10526,1,Male,4,4,Senior Software Engineer,5,Married,261500,25+ LPA,6,1485.8,4,Y,No,8,10,2,4,160,1,19,3,36,1,3,0,3,2,2022-11-17,,Mumbai,Hybrid,Full-time,58,4,4,377000,Campus Hiring,2023-02-22,Promoted,,2026-05-31
NX00527,38,36-45,No,Active,Travel_Rarely,5909.09,Sales,3,4,Master's,Business,1,10527,3,Male,3,3,Senior Account Manager,4,Married,130000,12-18 LPA,4,738.64,3,Y,No,0,19,5,3,160,0,14,4,40,5,4,0,0,3,2022-03-06,,Mumbai,Hybrid,Full-time,87,3,4,218000,Employee Referral,2026-01-11,Promoted,,2026-05-31
NX00528,23,18-25,No,Active,Travel_Rarely,2159.09,Finance,4,3,Bachelor's,Finance,1,10528,3,Male,3,1,Accountant,4,Married,47500,5-8 LPA,2,269.89,4,Y,No,22,17,4,3,160,0,2,2,13,4,1,0,0,1,2024-05-31,,Mumbai,Hybrid,Full-time,64,8,3,40000,Job Portal,2026-02-26,Promoted,,2026-05-31
NX00529,37,36-45,No,Active,Non-Travel,4659.09,Operations,1,3,Bachelor's,Engineering,1,10529,3,Male,4,3,Supply Chain Analyst,3,Married,102500,12-18 LPA,4,582.39,2,Y,No,0,16,5,4,160,1,10,3,23,2,4,0,1,2,2021-10-09,,Hyderabad,On-site,Full-time,76,2,4,172000,Job Portal,2024-09-04,Promoted,,2026-05-31
NX00530,31,26-35,No,Active,Travel_Rarely,2818.18,Operations,7,3,Bachelor's,Engineering,1,10530,3,Female,1,2,Supply Chain Analyst,2,Married,62000,5-8 LPA,2,352.27,2,Y,Yes,26,7,2,5,160,0,9,4,26,3,2,1,2,2,2023-12-27,,Hyderabad,Hybrid,Full-time,66,2,3,37000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00531,30,26-35,No,Active,Travel_Rarely,3568.18,Sales,18,2,Diploma,Marketing,1,10531,5,Female,3,2,Account Manager,4,Divorced,78500,8-12 LPA,3,446.02,7,Y,Yes,36,15,5,2,160,1,7,4,23,3,7,2,1,5,2019-05-31,,Hyderabad,Remote,Full-time,67,7,5,104000,Employee Referral,2024-07-01,Promoted,,2026-05-31
NX00532,40,36-45,No,Active,Travel_Frequently,7136.36,Customer Success,10,4,Master's,Commerce,1,10532,3,Female,4,4,Customer Success Manager,3,Married,157000,18-25 LPA,5,892.05,6,Y,Yes,25,14,3,4,160,2,17,3,29,3,3,2,3,1,2022-07-23,,Gurugram,On-site,Full-time,65,4,4,264000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX00533,28,26-35,No,Active,Non-Travel,1980.68,Engineering,17,3,Bachelor's,Computer Science,1,10533,4,Female,2,1,QA Engineer,3,Single,43575,5-8 LPA,2,247.59,3,Y,No,6,14,4,4,160,0,7,3,31,4,3,2,1,2,2022-09-23,,Bengaluru,Hybrid,Contract,64,4,3,37000,LinkedIn,2025-05-28,Promoted,,2026-05-31
NX00534,33,26-35,Yes,Exited,Non-Travel,5818.18,Engineering,10,2,Diploma,Computer Science,1,10534,3,Male,2,3,Senior Software Engineer,4,Single,128000,12-18 LPA,4,727.27,3,Y,No,4,14,5,4,160,1,9,5,47,3,4,3,3,2,2019-06-10,2023-12-04,Mumbai,Hybrid,Full-time,92,5,3,215000,Employee Referral,2020-04-19,Promoted,Relocation,2026-05-31
NX00535,27,26-35,No,Active,Non-Travel,2250.0,Engineering,1,4,Master's,Engineering,1,10535,4,Female,5,1,Software Engineer,3,Single,49500,5-8 LPA,2,281.25,1,Y,Yes,23,14,4,5,160,0,2,4,43,2,1,1,1,1,2024-05-31,,Chennai,Hybrid,Full-time,80,8,4,42000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX00536,29,26-35,No,Active,Travel_Rarely,1659.09,Customer Success,12,4,Master's,Other,1,10536,4,Male,3,1,Support Specialist,2,Divorced,36500,Below 5 LPA,1,207.39,2,Y,Yes,36,14,3,2,160,0,2,5,51,2,1,1,1,0,2024-05-31,,Bengaluru,On-site,Full-time,56,3,5,22000,Employee Referral,2025-02-28,Promoted,,2026-05-31
NX00537,31,26-35,No,Active,Non-Travel,3295.45,Engineering,4,3,Bachelor's,Computer Science,1,10537,4,Male,4,2,Software Engineer,3,Married,72500,8-12 LPA,3,411.93,6,Y,Yes,15,10,2,4,160,1,9,4,33,3,3,0,2,0,2022-08-25,,Hyderabad,Hybrid,Full-time,67,7,2,44000,LinkedIn,2023-07-19,Promoted,,2026-05-31
NX00538,26,26-35,No,Active,Travel_Rarely,1431.82,Sales,6,3,Bachelor's,Business,1,10538,3,Male,4,1,Sales Executive,3,Single,31500,Below 5 LPA,1,178.98,2,Y,Yes,6,15,3,4,160,0,4,3,36,3,4,3,4,1,2022-05-31,,Hyderabad,Hybrid,Full-time,69,7,4,19000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX00539,29,26-35,No,Active,Travel_Rarely,5045.45,Marketing,12,4,Master's,Marketing,1,10539,4,Male,3,3,Marketing Manager,3,Married,111000,12-18 LPA,4,630.68,1,Y,No,12,13,4,5,160,2,7,0,3,4,1,1,1,0,2025-02-14,,Pune,Hybrid,Full-time,80,1,3,160000,Company Careers Page,,Not Yet Promoted,,2026-05-31
NX00540,25,18-25,Yes,Exited,Travel_Rarely,1909.09,Engineering,3,4,Master's,Computer Science,1,10540,3,Female,3,1,QA Engineer,3,Divorced,42000,5-8 LPA,2,238.64,4,Y,No,10,15,4,2,160,0,3,4,27,3,1,0,1,0,2024-08-06,2025-08-08,Hyderabad,Hybrid,Full-time,59,4,3,35000,LinkedIn,,Not Yet Promoted,Personal Reasons,2026-05-31
NX00541,39,36-45,No,Active,Travel_Rarely,6386.36,Sales,15,4,Master's,Commerce,1,10541,2,Male,3,3,Account Manager,2,Married,140500,12-18 LPA,4,798.3,4,Y,No,0,12,3,3,160,1,14,2,22,3,1,1,0,1,2024-07-16,,Pune,On-site,Full-time,67,3,3,169000,Employee Referral,2025-10-03,Promoted,,2026-05-31
NX00542,43,36-45,No,Active,Non-Travel,8818.18,Product,26,4,Master's,Computer Science,1,10542,3,Male,4,4,Product Manager,4,Single,194000,18-25 LPA,5,1102.27,4,Y,Yes,13,13,3,4,160,2,14,5,40,1,1,1,1,1,2024-09-30,,Bengaluru,Hybrid,Full-time,58,4,3,326000,Campus Hiring,,Not Yet Promoted,,2026-05-31
NX00543,30,26-35,No,Active,Travel_Rarely,3386.36,Engineering,11,3,Bachelor's,Engineering,1,10543,4,Female,3,2,QA Engineer,4,Single,74500,8-12 LPA,3,423.3,1,Y,No,16,16,4,3,160,0,9,3,36,4,1,1,1,1,2025-03-06,,Gurugram,On-site,Full-time,81,2,3,80000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00544,40,36-45,Yes,Exited,Travel_Rarely,7227.27,Engineering,1,3,Bachelor's,Computer Science,1,10544,2,Female,4,3,DevOps Engineer,3,Single,159000,18-25 LPA,5,903.41,2,Y,No,0,8,3,3,160,1,15,4,31,3,4,1,2,2,2021-03-21,2025-05-02,Mumbai,Hybrid,Full-time,64,3,3,191000,Campus Hiring,2022-08-10,Promoted,Work-Life Balance,2026-05-31
NX00545,24,18-25,No,Active,Travel_Rarely,1909.09,Customer Success,2,1,High School,Communication,1,10545,4,Female,3,1,Customer Success Associate,3,Divorced,42000,5-8 LPA,2,238.64,1,Y,No,11,17,4,4,160,1,3,3,35,4,0,0,0,0,2025-08-18,,Bengaluru,On-site,Full-time,70,2,2,35000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX00546,37,36-45,Yes,Exited,Travel_Rarely,8781.82,Finance,16,2,Diploma,Finance,1,10546,4,Male,4,4,Finance Manager,5,Married,193200,18-25 LPA,5,1097.73,6,Y,Yes,18,10,3,3,160,0,13,4,25,3,4,1,1,4,2019-10-19,2024-08-11,Bengaluru,Hybrid,Contract,72,0,3,325000,Employee Referral,2023-07-14,Promoted,Work-Life Balance,2026-05-31
NX00547,29,26-35,No,Active,Non-Travel,3000.0,Customer Success,14,4,Master's,Commerce,1,10547,4,Female,4,2,Customer Success Associate,4,Single,66000,5-8 LPA,2,375.0,2,Y,No,0,10,3,4,160,0,6,4,37,3,3,2,1,2,2022-09-21,,Mumbai,On-site,Full-time,82,1,3,55000,Company Careers Page,2025-04-15,Promoted,,2026-05-31
NX00548,40,36-45,No,Active,Travel_Frequently,8886.36,Sales,23,4,Master's,Business,1,10548,4,Male,2,4,Sales Manager,3,Married,195500,18-25 LPA,5,1110.8,6,Y,No,16,13,3,3,160,2,18,4,27,3,10,2,0,9,2015-07-22,,Bengaluru,On-site,Full-time,55,3,3,328000,LinkedIn,2025-06-17,Promoted,,2026-05-31
NX00549,25,18-25,No,Active,Travel_Rarely,1863.64,Engineering,4,2,Diploma,Engineering,1,10549,4,Female,3,1,Software Engineer,4,Single,41000,Below 5 LPA,1,232.95,1,Y,No,10,12,3,4,160,0,4,3,34,5,0,0,0,0,2026-02-09,,Gurugram,Remote,Full-time,87,9,4,25000,Company Careers Page,,Not Yet Promoted,,2026-05-31
NX00550,43,36-45,No,Active,Non-Travel,11954.55,Engineering,4,4,Master's,Data Science,1,10550,3,Female,3,4,Senior Software Engineer,4,Married,263000,25+ LPA,6,1494.32,3,Y,Yes,17,13,4,4,160,2,14,3,28,4,3,1,3,1,2022-12-04,,Pune,Remote,Full-time,73,6,4,505000,Company Careers Page,,Not Yet Promoted,,2026-05-31
NX00551,44,36-45,No,Active,Non-Travel,9113.64,Sales,21,4,Master's,Marketing,1,10551,4,Female,2,4,Sales Manager,2,Divorced,200500,18-25 LPA,5,1139.2,4,Y,No,7,12,4,5,160,0,23,2,25,4,6,2,2,0,2020-05-19,,Pune,On-site,Full-time,63,4,2,385000,LinkedIn,2024-03-30,Promoted,,2026-05-31
NX00552,34,26-35,Yes,Exited,Non-Travel,3795.45,Product,3,5,Doctorate,Business,1,10552,5,Female,4,2,UX Designer,3,Married,83500,8-12 LPA,3,474.43,4,Y,No,2,13,4,4,160,0,11,3,31,2,0,0,0,0,2024-05-22,2024-07-24,Gurugram,Hybrid,Full-time,78,2,3,90000,Employee Referral,,Not Yet Promoted,Work-Life Balance,2026-05-31
NX00553,45,36-45,No,Active,Travel_Rarely,14840.91,Engineering,22,4,Master's,Computer Science,1,10553,1,Female,4,5,Engineering Manager,4,Married,326500,25+ LPA,6,1855.11,4,Y,Yes,23,13,3,4,160,2,23,4,30,3,6,2,0,4,2020-04-20,,Jaipur,Remote,Full-time,60,0,4,705000,Campus Hiring,2025-07-20,Promoted,,2026-05-31
NX00554,26,26-35,No,Active,Travel_Rarely,2909.09,Engineering,8,3,Bachelor's,Engineering,1,10554,4,Male,4,2,Software Engineer,4,Single,64000,5-8 LPA,2,363.64,3,Y,No,5,17,4,3,160,0,3,1,13,4,3,0,0,0,2023-05-31,,Gurugram,Hybrid,Full-time,80,4,4,69000,Campus Hiring,2025-11-30,Promoted,,2026-05-31
NX00555,30,26-35,No,Active,Non-Travel,4500.0,Engineering,4,3,Bachelor's,Computer Science,1,10555,4,Female,5,2,Data Engineer,1,Married,99000,8-12 LPA,3,562.5,5,Y,No,12,15,3,2,160,1,8,4,46,3,5,2,5,2,2021-02-02,,Bengaluru,Hybrid,Full-time,70,1,5,83000,Company Careers Page,,Not Yet Promoted,,2026-05-31
NX00556,36,36-45,Yes,Exited,Travel_Rarely,5159.09,Engineering,12,3,Bachelor's,Engineering,1,10556,3,Male,3,3,Software Engineer,3,Divorced,113500,12-18 LPA,4,644.89,4,Y,Yes,10,17,5,3,160,1,12,4,30,3,0,0,0,0,2025-07-11,2025-09-04,Bengaluru,Hybrid,Full-time,74,24,4,191000,Job Portal,,Not Yet Promoted,Manager / Team,2026-05-31
NX00557,27,26-35,No,Active,Travel_Rarely,3136.36,Product,4,4,Master's,Other,1,10557,3,Male,4,2,UX Designer,5,Single,69000,8-12 LPA,3,392.05,1,Y,No,5,11,3,3,160,1,4,3,25,4,4,3,1,0,2022-05-31,,Bengaluru,Remote,Full-time,76,8,3,58000,LinkedIn,2024-10-18,Promoted,,2026-05-31
NX00558,29,26-35,No,Active,Travel_Rarely,1772.73,Sales,9,3,Bachelor's,Business,1,10558,4,Male,4,1,Sales Executive,4,Married,39000,Below 5 LPA,1,221.59,2,Y,No,0,13,3,4,160,0,6,4,45,5,1,0,0,0,2025-02-08,,Hyderabad,Remote,Full-time,89,2,4,23000,Recruitment Agency,2026-04-04,Promoted,,2026-05-31
NX00559,40,36-45,No,Active,Travel_Rarely,12454.55,Engineering,10,3,Bachelor's,Computer Science,1,10559,4,Female,2,4,Data Engineer,2,Divorced,274000,25+ LPA,6,1556.82,5,Y,Yes,23,11,3,5,160,3,16,5,45,5,6,4,5,3,2019-10-02,,Hyderabad,On-site,Full-time,58,3,3,460000,LinkedIn,2020-12-04,Promoted,,2026-05-31
NX00560,35,26-35,No,Active,Travel_Rarely,6750.0,Product,8,1,High School,Engineering,1,10560,5,Female,4,3,Product Manager,3,Married,148500,12-18 LPA,4,843.75,2,Y,No,1,13,4,4,160,1,10,4,22,5,0,0,0,0,2026-03-24,,Gurugram,Hybrid,Full-time,92,5,4,214000,Recruitment Agency,,Not Yet Promoted,,2026-05-31
NX00561,29,26-35,No,Active,Travel_Rarely,3568.18,Customer Success,17,4,Master's,Other,1,10561,4,Female,2,2,Customer Success Executive,4,Single,78500,8-12 LPA,3,446.02,4,Y,No,10,11,3,4,160,1,4,1,9,3,4,3,3,3,2022-05-31,,Bengaluru,On-site,Full-time,66,4,2,66000,LinkedIn,2023-01-22,Promoted,,2026-05-31
NX00562,39,36-45,No,Active,Non-Travel,8022.73,Human Resources,27,3,Bachelor's,Human Resources,1,10562,4,Male,3,4,HR Manager,3,Married,176500,18-25 LPA,5,1002.84,8,Y,No,5,12,3,4,160,1,17,2,18,2,1,1,1,0,2024-10-29,,Hyderabad,Hybrid,Full-time,71,4,4,297000,LinkedIn,2025-03-24,Promoted,,2026-05-31
NX00563,42,36-45,No,Active,Travel_Rarely,4590.91,Customer Success,4,2,Diploma,Business,1,10563,3,Male,3,3,Customer Success Manager,4,Single,101000,12-18 LPA,4,573.86,3,Y,No,0,15,4,2,160,1,8,6,69,2,7,2,7,2,2019-04-06,,Gurugram,On-site,Full-time,77,3,3,145000,Company Careers Page,,Not Yet Promoted,,2026-05-31
NX00564,41,36-45,No,Active,Travel_Rarely,5000.0,Customer Success,5,3,Bachelor's,Business,1,10564,4,Male,4,3,Customer Success Manager,4,Divorced,110000,12-18 LPA,4,625.0,2,Y,Yes,16,14,4,4,160,2,15,5,47,4,2,2,2,1,2024-01-14,,Hyderabad,Hybrid,Full-time,74,0,3,158000,Recruitment Agency,,Not Yet Promoted,,2026-05-31
NX00565,26,26-35,No,Active,Travel_Rarely,2977.27,Operations,1,2,Diploma,Commerce,1,10565,4,Female,4,2,Supply Chain Analyst,3,Single,65500,5-8 LPA,2,372.16,2,Y,No,20,13,4,4,160,2,6,3,20,4,2,1,0,1,2024-01-05,,Bengaluru,On-site,Full-time,91,3,3,71000,Company Careers Page,2026-02-11,Promoted,,2026-05-31
NX00566,28,26-35,No,Active,Travel_Frequently,1613.64,Customer Success,10,4,Master's,Commerce,1,10566,2,Male,2,1,Customer Success Associate,2,Married,35500,Below 5 LPA,1,201.7,2,Y,No,1,14,4,2,160,0,4,3,24,3,0,0,0,0,2025-10-02,,Bengaluru,Hybrid,Full-time,52,1,3,30000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX00567,32,26-35,No,Active,Non-Travel,3590.91,Marketing,16,2,Diploma,Marketing,1,10567,2,Male,4,2,Digital Marketing Specialist,4,Single,79000,8-12 LPA,3,448.86,3,Y,No,0,15,4,4,160,1,9,4,30,5,1,1,0,1,2024-12-03,,Gurugram,Hybrid,Full-time,91,3,4,85000,Campus Hiring,2025-11-19,Promoted,,2026-05-31
NX00568,32,26-35,No,Active,Travel_Rarely,2363.64,Operations,1,5,Doctorate,Business,1,10568,4,Male,3,2,Operations Analyst,2,Single,52000,5-8 LPA,2,295.45,0,Y,No,2,8,2,4,160,1,3,2,24,4,0,0,0,0,2025-06-01,,Pune,Hybrid,Full-time,91,7,5,31000,Job Portal,,Not Yet Promoted,,2026-05-31
NX00569,24,18-25,No,Active,Non-Travel,1863.64,Finance,9,3,Bachelor's,Finance,1,10569,3,Male,3,1,Accountant,2,Single,41000,Below 5 LPA,1,232.95,0,Y,No,0,8,2,4,160,0,1,3,31,2,0,0,0,0,2025-05-31,,Jaipur,On-site,Full-time,49,4,3,15000,Campus Hiring,,Not Yet Promoted,,2026-05-31
NX00570,26,26-35,No,Active,Travel_Rarely,1477.27,Sales,3,4,Master's,Business,1,10570,3,Male,2,1,Sales Executive,4,Married,32500,Below 5 LPA,1,184.66,2,Y,No,9,16,3,3,160,0,4,2,25,3,2,2,0,2,2024-02-15,,Pune,Hybrid,Full-time,68,12,4,20000,LinkedIn,2025-08-08,Promoted,,2026-05-31
NX00571,26,26-35,No,Active,Non-Travel,3840.91,Marketing,9,3,Bachelor's,Other,1,10571,3,Male,5,2,Digital Marketing Specialist,3,Single,84500,8-12 LPA,3,480.11,4,Y,No,7,16,4,5,160,1,2,6,43,4,1,1,1,1,2024-05-31,,Gurugram,On-site,Full-time,84,3,2,91000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00572,28,26-35,No,Active,Travel_Rarely,3204.55,Finance,14,1,High School,Commerce,1,10572,3,Female,2,2,Accountant,4,Married,70500,8-12 LPA,3,400.57,1,Y,No,0,18,4,2,160,1,2,4,29,4,0,0,0,0,2026-04-06,,Mumbai,Hybrid,Full-time,72,1,3,76000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00573,26,26-35,No,Active,Travel_Frequently,1837.5,Sales,12,3,Bachelor's,Business,1,10573,5,Male,3,1,Sales Executive,4,Single,40425,Below 5 LPA,1,229.69,3,Y,Yes,23,13,3,3,160,0,3,3,30,4,1,0,1,0,2025-04-02,,Gurugram,On-site,Contract,80,1,5,24000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX00574,33,26-35,No,Active,Travel_Rarely,6636.36,Finance,7,3,Bachelor's,Commerce,1,10574,1,Male,4,3,Senior Financial Analyst,4,Divorced,146000,12-18 LPA,4,829.55,3,Y,No,1,12,3,3,160,3,13,5,32,3,4,3,3,2,2021-06-05,,Gurugram,Remote,Full-time,62,19,2,175000,LinkedIn,2023-04-21,Promoted,,2026-05-31
NX00575,42,36-45,No,Active,Non-Travel,8227.27,Finance,6,4,Master's,Commerce,1,10575,3,Female,3,4,Senior Financial Analyst,4,Single,181000,18-25 LPA,5,1028.41,3,Y,No,7,11,3,3,160,2,19,2,17,3,6,2,1,4,2019-09-23,,Chennai,Hybrid,Full-time,76,0,5,304000,Campus Hiring,2024-11-29,Promoted,,2026-05-31
NX00576,33,26-35,No,Active,Travel_Rarely,3022.73,Customer Success,8,3,Bachelor's,Other,1,10576,4,Male,4,2,Customer Success Associate,4,Married,66500,5-8 LPA,2,377.84,8,Y,Yes,32,15,4,3,160,1,7,3,26,3,0,0,0,0,2026-01-30,,Gurugram,Hybrid,Full-time,72,1,4,72000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX00577,28,26-35,No,Active,Travel_Rarely,3090.91,Finance,7,2,Diploma,Commerce,1,10577,3,Female,4,2,Financial Analyst,4,Married,68000,8-12 LPA,3,386.36,1,Y,No,0,14,4,5,160,0,5,6,49,3,1,1,1,1,2024-06-02,,Gurugram,Hybrid,Full-time,68,10,5,73000,LinkedIn,,Not Yet Promoted,,2026-05-31
NX00578,28,26-35,No,Active,Travel_Rarely,2295.45,Engineering,26,3,Bachelor's,Computer Science,1,10578,4,Male,3,1,Software Engineer,4,Divorced,50500,5-8 LPA,2,286.93,2,Y,No,12,13,3,4,160,0,5,4,29,5,3,2,0,1,2022-06-08,,Gurugram,Hybrid,Full-time,88,11,3,30000,Company Careers Page,2025-09-09,Promoted,,2026-05-31
NX00579,26,26-35,No,Active,Travel_Frequently,3613.64,Engineering,16,4,Master's,Other,1,10579,1,Female,2,2,QA Engineer,2,Single,79500,8-12 LPA,3,451.7,3,Y,No,4,12,3,4,160,1,4,3,24,5,0,0,0,0,2025-10-26,,Pune,On-site,Full-time,62,6,3,67000,Employee Referral,,Not Yet Promoted,,2026-05-31
NX00580,32,26-35,Yes,Exited,Non-Travel,2931.82,Customer Success,3,3,Bachelor's,Commerce,1,10580,3,Male,2,2,Customer Success Executive,2,Married,64500,5-8 LPA,2,366.48,3,Y,No,9,11,3,4,160,0,10,3,28,3,4,1,3,1,2020-12-01,2025-04-28,Bengaluru,On-site,Full-time,57,7,3,54000,LinkedIn,2021-12-22,Promoted,Better Opportunity,2026-05-31
NX00581,38,36-45,No,Active,Travel_Rarely,5227.27,Customer Success,13,4,Master's,Commerce,1,10581,5,Female,4,3,Customer Success Manager,4,Married,115000,12-18 LPA,4,653.41,3,Y,Yes,17,10,3,4,160,1,10,6,43,3,3,1,3,0,2023-05-06,,Gurugram,Hybrid,Full-time,88,3,2,138000,Recruitment Agency,,Not Yet Promoted,,2026-05-31
